booking_id,guest_id,room_id,check_in,check_out,payment,booking_date,Branch_id
816,1505,935,8/4/2025,8/5/2025,183.56,7/5/2025,3
817,1143,314,3/9/2025,3/10/2025,440.91,2/12/2025,3
818,1125,1178,1/31/2025,2/1/2025,209.09,1/19/2025,5
819,921,611,11/9/2024,11/23/2024,3651.42,11/4/2024,5
820,1537,1792,9/18/2025,9/21/2025,214.52,8/31/2025,3
821,1798,1427,5/8/2025,5/19/2025,1626.24,4/21/2025,1
822,1321,1270,9/29/2025,10/8/2025,421.62,8/30/2025,3
823,1064,295,7/30/2025,8/10/2025,555.88,7/23/2025,4
824,502,1736,12/1/2024,12/6/2024,876.84,11/19/2024,2
825,1877,1877,9/29/2025,10/2/2025,1352.65,9/17/2025,3
826,1147,836,10/26/2024,11/8/2024,2201.04,10/24/2024,2
827,615,483,4/8/2025,4/21/2025,2373.34,4/3/2025,5
828,1959,1875,4/29/2025,5/5/2025,735.05,4/21/2025,1
829,774,965,6/13/2025,6/24/2025,1972.11,6/10/2025,5
830,531,1981,4/16/2025,4/22/2025,1809.84,3/19/2025,6
831,1016,1329,6/17/2025,6/30/2025,3618.98,5/24/2025,3
832,1500,190,1/21/2025,2/2/2025,3772.22,1/15/2025,6
833,1480,1986,8/11/2025,8/25/2025,3181.58,7/20/2025,6
834,166,120,8/26/2025,8/29/2025,460.02,8/3/2025,3
835,871,1091,4/30/2025,5/8/2025,1256.7,4/4/2025,2
836,901,1768,10/1/2024,10/8/2024,216.92,9/6/2024,6
837,480,465,9/26/2025,10/2/2025,1445.97,9/17/2025,6
838,797,1228,9/18/2024,9/23/2024,582.03,8/28/2024,5
839,1232,1151,9/28/2025,10/4/2025,447.46,9/6/2025,6
840,805,405,9/6/2024,9/15/2024,324.02,8/24/2024,2
841,979,1665,3/21/2025,3/31/2025,2416.07,3/16/2025,6
842,513,1831,10/6/2024,10/11/2024,1714.47,9/29/2024,1
843,1335,1156,12/19/2024,12/22/2024,923.79,12/17/2024,4
844,1427,1897,12/19/2024,12/27/2024,1661.98,11/27/2024,5
845,1576,771,1/20/2025,2/3/2025,3476.06,1/16/2025,6
846,1516,1018,5/7/2025,5/13/2025,1078.9,4/13/2025,1
847,699,1514,5/5/2025,5/11/2025,500.67,5/2/2025,3
848,1262,984,5/2/2025,5/15/2025,3032.04,4/9/2025,4
849,1552,307,9/22/2024,9/28/2024,873.6,8/24/2024,1
850,202,1274,7/30/2025,8/12/2025,1109.55,7/29/2025,1
851,774,1400,12/23/2024,1/5/2025,1943.84,12/23/2024,2
852,877,302,1/5/2025,1/11/2025,226.85,1/3/2025,1
853,595,926,12/27/2024,1/2/2025,826.39,11/27/2024,5
854,1285,1162,9/7/2024,9/19/2024,1186.94,9/1/2024,5
855,211,269,9/15/2025,9/23/2025,2144.91,8/23/2025,5
856,1758,1848,10/4/2025,10/8/2025,656.16,9/15/2025,5
857,1464,554,6/2/2025,6/10/2025,692.45,5/27/2025,3
858,988,350,10/12/2024,10/22/2024,2668.73,9/20/2024,5
859,1195,1076,11/29/2024,12/8/2024,3181.42,11/13/2024,5
860,752,1772,9/6/2024,9/18/2024,1988.64,9/5/2024,4
861,125,673,9/15/2025,9/16/2025,254.74,9/10/2025,1
862,365,1322,5/2/2025,5/11/2025,3200.13,4/25/2025,3
863,1417,492,8/9/2025,8/13/2025,1273.42,7/16/2025,6
864,747,682,10/4/2025,10/18/2025,3469.95,10/1/2025,4
865,1525,774,2/6/2025,2/11/2025,1127.14,2/4/2025,1
866,872,1229,10/20/2024,11/3/2024,4523.6,10/4/2024,3
867,1655,1958,11/13/2024,11/26/2024,611.86,10/23/2024,4
868,538,157,10/31/2024,11/2/2024,456.8,10/11/2024,2
869,532,1562,7/23/2025,7/26/2025,161.97,6/28/2025,4
870,438,1025,5/21/2025,5/28/2025,,5/16/2025,5
871,1712,1094,10/14/2024,10/20/2024,613.14,10/1/2024,1
872,682,1548,5/16/2025,5/24/2025,2149.51,5/13/2025,2
873,312,1123,2/27/2025,2/28/2025,434.61,2/14/2025,4
874,1451,958,8/10/2025,8/16/2025,991.21,8/7/2025,6
875,537,728,1/24/2025,1/29/2025,771.86,1/19/2025,4
876,1143,1607,3/27/2025,4/10/2025,4313.27,2/27/2025,4
877,560,261,8/2/2025,8/4/2025,117.12,7/7/2025,3
878,1582,1733,7/16/2025,7/28/2025,1645.35,7/8/2025,2
879,1983,1211,9/7/2025,9/18/2025,,8/18/2025,6
880,367,299,10/4/2025,10/18/2025,4718.69,9/16/2025,2
881,1968,821,9/26/2024,9/28/2024,164.58,8/29/2024,1
882,617,675,6/12/2025,6/23/2025,2804.85,6/9/2025,1
883,1499,1002,2/16/2025,2/20/2025,274.89,2/13/2025,1
884,1290,888,12/4/2024,12/5/2024,282.6,11/4/2024,4
885,1265,734,4/17/2025,4/24/2025,1061.57,3/19/2025,5
886,433,518,2/3/2025,2/5/2025,472.41,1/28/2025,4
887,1972,1741,2/24/2025,3/6/2025,3239.04,2/23/2025,4
888,310,678,9/5/2025,9/13/2025,336.2,8/6/2025,4
889,475,424,10/12/2024,10/17/2024,692.74,,6
890,1291,488,9/6/2024,9/13/2024,2720.53,8/14/2024,5
891,501,1146,12/2/2024,12/14/2024,,11/6/2024,3
892,1464,1710,8/20/2025,8/28/2025,2734.91,7/23/2025,1
893,98,1928,10/24/2024,10/25/2024,81.3,10/16/2024,2
894,1228,1441,6/22/2025,7/6/2025,2485.26,6/18/2025,2
895,1240,912,3/20/2025,3/23/2025,468.09,3/1/2025,2
896,477,463,7/28/2025,8/2/2025,1568.95,7/4/2025,3
897,451,238,3/20/2025,3/30/2025,922.69,3/1/2025,4
898,706,1572,2/21/2025,2/25/2025,488.77,2/5/2025,1
899,1349,1132,3/15/2025,3/18/2025,268.04,2/13/2025,3
900,1564,982,2/23/2025,2/27/2025,1040.01,2/22/2025,6
901,1503,830,12/16/2024,12/22/2024,2191.26,12/13/2024,5
902,1391,192,3/28/2025,4/4/2025,896.96,3/2/2025,6
903,948,767,3/22/2025,3/26/2025,1475.26,3/16/2025,6
904,475,847,11/14/2024,11/15/2024,311.59,11/6/2024,5
905,32,251,11/14/2024,11/15/2024,207.25,11/12/2024,3
906,1788,1126,12/17/2024,12/29/2024,841.28,11/25/2024,3
907,1686,13,7/7/2025,7/8/2025,129.53,7/4/2025,3
908,540,964,5/10/2025,5/18/2025,1076.07,5/2/2025,4
909,1111,599,7/2/2025,7/6/2025,1363.07,6/8/2025,3
910,1606,1146,12/3/2024,12/5/2024,216.5,11/15/2024,3
911,1304,658,9/24/2024,10/7/2024,670.85,8/25/2024,4
912,312,562,11/22/2024,11/30/2024,3038.94,10/25/2024,6
913,828,1021,3/22/2025,3/30/2025,2507.94,3/17/2025,1
914,494,1888,7/26/2025,7/30/2025,797.66,7/15/2025,4
915,1250,1264,8/26/2025,9/7/2025,1101.59,8/21/2025,4
916,1568,1428,1/8/2025,1/11/2025,405.84,12/24/2024,2
917,1086,1191,10/1/2025,10/15/2025,2240.97,,3
918,1078,1399,2/21/2025,3/4/2025,2081.99,2/6/2025,5
919,1327,1014,10/9/2024,10/12/2024,283.31,,3
920,1709,1172,7/2/2025,7/16/2025,2698.63,6/3/2025,5
921,1555,1351,9/10/2025,9/22/2025,3324.17,8/11/2025,6
922,104,763,6/27/2025,6/29/2025,75.67,6/17/2025,3
923,610,532,6/26/2025,7/6/2025,1970.64,6/25/2025,1
924,1105,1834,7/16/2025,7/19/2025,322.64,7/8/2025,1
925,1952,528,5/20/2025,5/24/2025,1050.41,5/11/2025,4
926,1375,1036,9/21/2025,10/5/2025,3814.02,8/30/2025,2
927,27,1860,8/8/2025,8/22/2025,2822.36,7/12/2025,1
928,1906,1102,10/13/2024,10/19/2024,285.26,9/19/2024,3
929,1247,873,1/12/2025,1/20/2025,1607.04,12/21/2024,1
930,1336,941,11/30/2024,12/7/2024,1362.28,11/4/2024,4
931,1253,1552,8/2/2025,8/9/2025,2384.32,7/30/2025,5
932,1024,126,4/29/2025,5/6/2025,1788.75,4/25/2025,4
933,1113,718,9/23/2025,9/27/2025,1244.17,9/14/2025,5
934,1978,1015,3/3/2025,3/17/2025,1069.9,2/1/2025,4
935,134,525,3/20/2025,4/1/2025,766.43,3/7/2025,3
936,70,787,2/16/2025,3/1/2025,4610.71,2/14/2025,6
937,437,1631,10/1/2024,10/3/2024,672.78,10/1/2024,1
938,889,581,10/16/2024,10/19/2024,856.46,9/30/2024,4
939,1280,1369,3/13/2025,3/16/2025,257.64,3/1/2025,5
940,1642,1758,10/25/2024,11/2/2024,1576.9,10/25/2024,5
941,968,1315,2/23/2025,2/24/2025,179.6,2/5/2025,5
942,658,1795,8/12/2025,8/15/2025,198,8/8/2025,1
943,1581,195,12/10/2024,12/15/2024,637.84,11/24/2024,6
944,1646,578,2/28/2025,3/1/2025,69.11,2/16/2025,1
945,1915,181,9/24/2025,10/5/2025,2842.63,9/11/2025,6
946,577,312,2/26/2025,3/12/2025,4392.59,1/28/2025,4
947,872,651,1/8/2025,1/22/2025,784.7,1/5/2025,6
948,487,1735,4/1/2025,4/8/2025,,3/5/2025,3
949,624,1827,8/18/2025,8/25/2025,1010.13,8/2/2025,2
950,1541,1690,1/14/2025,1/16/2025,537.09,1/12/2025,1
951,1147,1420,6/10/2025,6/12/2025,558.97,5/25/2025,1
952,1642,1725,10/1/2025,10/15/2025,5824.06,9/20/2025,4
953,1436,1979,8/4/2025,8/15/2025,689.03,8/1/2025,6
954,1846,1855,11/30/2024,12/12/2024,2220.66,11/13/2024,4
955,1370,1276,8/27/2025,9/1/2025,761.96,8/20/2025,6
956,909,557,4/22/2025,4/27/2025,1387.85,4/10/2025,5
957,1809,800,9/17/2024,9/22/2024,1606.79,9/11/2024,4
958,183,1301,8/3/2025,8/16/2025,887.85,7/19/2025,4
959,385,1044,12/14/2024,12/23/2024,2320.81,12/13/2024,5
960,465,1899,11/21/2024,11/25/2024,975.91,11/11/2024,3
961,1740,777,2/22/2025,3/7/2025,557.08,2/22/2025,1
962,1850,496,6/16/2025,6/29/2025,2111.35,5/24/2025,5
963,1325,1473,3/30/2025,4/6/2025,232.08,3/3/2025,6
964,668,1910,12/21/2024,1/3/2025,1590.96,11/30/2024,5
965,1376,1615,10/10/2024,10/18/2024,1604.97,10/10/2024,1
966,951,1789,9/1/2024,9/15/2024,2848.54,8/16/2024,1
967,890,816,5/13/2025,5/25/2025,1171.44,5/13/2025,3
968,93,1871,10/8/2024,10/19/2024,3391.88,9/11/2024,1
969,664,675,3/31/2025,4/4/2025,1544.08,3/18/2025,1
970,820,520,2/13/2025,2/22/2025,3450.06,1/19/2025,1
971,1991,564,5/12/2025,5/13/2025,156.42,5/5/2025,6
972,1156,1196,3/13/2025,3/22/2025,3089.64,3/8/2025,4
973,375,594,9/7/2024,9/10/2024,475.31,8/8/2024,5
974,1517,1521,9/18/2024,9/27/2024,1600.94,9/4/2024,4
975,1086,480,9/23/2025,9/28/2025,731.94,9/5/2025,5
976,1990,850,9/26/2025,10/5/2025,312.26,8/28/2025,2
977,511,720,1/9/2025,1/17/2025,1983.28,12/14/2024,5
978,1440,131,9/3/2024,9/12/2024,2672.33,8/9/2024,5
979,1166,1450,12/10/2024,12/13/2024,1000.99,11/30/2024,5
980,373,303,9/11/2025,9/20/2025,941.98,9/4/2025,5
981,371,256,10/4/2024,10/17/2024,,9/5/2024,4
982,1831,1735,2/14/2025,2/20/2025,394.34,1/17/2025,3
983,1612,1209,6/21/2025,7/1/2025,2434.45,6/14/2025,1
984,967,1011,9/25/2024,9/29/2024,,9/25/2024,4
985,369,1781,6/5/2025,6/12/2025,239.51,5/11/2025,3
986,1593,1572,10/17/2024,10/24/2024,638.77,9/27/2024,1
987,368,520,1/26/2025,2/5/2025,,1/24/2025,1
988,1972,636,11/1/2024,11/4/2024,,10/21/2024,5
989,704,681,9/22/2024,9/25/2024,402.65,8/31/2024,2
990,734,345,12/15/2024,12/23/2024,925.51,11/16/2024,1
991,299,950,10/2/2024,10/11/2024,730.63,,5
992,605,1597,9/16/2024,9/25/2024,363.72,9/11/2024,3
993,10,334,10/18/2024,10/29/2024,4110.51,10/4/2024,2
994,1414,1621,9/14/2024,9/18/2024,951.68,9/3/2024,3
995,208,1184,5/5/2025,5/10/2025,873.03,4/26/2025,6
996,426,348,2/9/2025,2/20/2025,2081.53,2/3/2025,2
997,1696,410,9/20/2025,9/25/2025,1379.95,9/5/2025,3
998,1242,963,1/25/2025,1/26/2025,184.23,12/27/2024,6
999,1276,1752,5/1/2025,5/6/2025,1235.96,4/16/2025,2
1000,527,1812,5/12/2025,5/25/2025,538.15,4/27/2025,1
1001,1133,810,9/22/2025,10/2/2025,629.49,9/15/2025,5
1002,1,331,4/5/2025,4/14/2025,558.25,3/15/2025,3
1003,1811,1359,4/7/2025,4/18/2025,1309.23,4/2/2025,1
1004,680,1517,9/6/2024,9/18/2024,2577.82,8/23/2024,6
1005,161,1381,4/5/2025,4/7/2025,124.83,3/21/2025,4
1006,1485,1550,2/4/2025,2/8/2025,1609.78,2/4/2025,1
1007,656,898,4/29/2025,5/10/2025,1739.72,4/22/2025,2
1008,434,1814,6/3/2025,6/14/2025,1296.2,5/19/2025,4
1009,1784,1392,7/12/2025,7/14/2025,671.51,7/1/2025,2
1010,1279,238,7/22/2025,7/23/2025,105.51,,4
1011,627,1858,9/17/2024,9/21/2024,835.63,9/4/2024,5
1012,1734,1568,4/14/2025,4/17/2025,284.95,3/24/2025,6
1013,313,558,8/16/2025,8/28/2025,2726.65,7/17/2025,1
1014,1473,632,11/24/2024,12/7/2024,3841.83,11/17/2024,5
1015,381,1283,10/27/2024,10/29/2024,615.19,10/5/2024,4
1016,919,1756,3/13/2025,3/15/2025,577.27,2/28/2025,2
1017,192,1054,7/28/2025,8/11/2025,5384.49,7/25/2025,1
1018,230,1253,1/10/2025,1/15/2025,1177.4,1/2/2025,4
1019,1324,560,1/29/2025,2/9/2025,1916.88,1/20/2025,3
1020,604,1881,8/29/2025,9/11/2025,1875.08,8/24/2025,4
1021,1440,1378,4/1/2025,4/3/2025,422.7,3/9/2025,6
1022,784,1015,8/12/2025,8/24/2025,1071.89,7/24/2025,4
1023,1612,445,12/25/2024,1/5/2025,4865.98,12/24/2024,1
1024,1521,53,10/2/2025,10/6/2025,255.81,9/24/2025,3
1025,1497,87,11/30/2024,12/7/2024,612.13,11/3/2024,6
1026,220,133,7/27/2025,7/30/2025,237.23,7/3/2025,2
1027,1624,897,2/10/2025,2/14/2025,350.28,1/16/2025,3
1028,329,834,5/14/2025,5/19/2025,,4/27/2025,4
1029,234,306,7/24/2025,8/5/2025,2575.74,6/25/2025,6
1030,953,500,12/20/2024,12/21/2024,164.06,11/21/2024,3
1031,422,1905,2/14/2025,2/17/2025,174.13,2/11/2025,3
1032,1627,1834,7/15/2025,7/24/2025,1428.5,6/15/2025,1
1033,473,1593,5/3/2025,5/5/2025,278.75,4/17/2025,1
1034,1791,1432,1/13/2025,1/25/2025,1854.02,12/18/2024,1
1035,1335,456,8/9/2025,8/18/2025,,7/15/2025,6
1036,495,447,9/6/2025,9/13/2025,829.15,8/12/2025,5
1037,788,572,10/4/2025,10/10/2025,1744.08,9/6/2025,6
1038,1544,990,10/4/2024,10/17/2024,3845.32,9/16/2024,3
1039,135,974,10/22/2024,10/27/2024,1461.45,9/25/2024,3
1040,1771,1913,3/28/2025,4/6/2025,2438.54,3/20/2025,2
1041,1806,1244,2/24/2025,3/5/2025,3754.01,2/9/2025,1
1042,486,1357,2/11/2025,2/20/2025,1699.43,1/12/2025,5
1043,184,692,6/15/2025,6/19/2025,,6/5/2025,6
1044,483,533,5/4/2025,5/5/2025,65.95,4/28/2025,2
1045,1487,610,2/14/2025,2/22/2025,503.61,2/3/2025,2
1046,1231,720,3/9/2025,3/14/2025,1729.45,2/17/2025,5
1047,1468,595,3/21/2025,4/2/2025,594.99,2/25/2025,3
1048,303,10,11/2/2024,11/4/2024,,10/9/2024,6
1049,339,1900,8/12/2025,8/20/2025,2958.73,8/9/2025,2
1050,732,293,1/14/2025,1/23/2025,3508.73,12/30/2024,6
1051,567,1137,12/29/2024,1/12/2025,2739.87,12/3/2024,6
1052,1477,333,10/12/2024,10/14/2024,569.54,10/4/2024,5
1053,1798,1133,3/1/2025,3/7/2025,,2/8/2025,4
1054,11,194,3/31/2025,4/4/2025,442.5,3/13/2025,5
1055,844,572,6/16/2025,6/19/2025,931.76,6/8/2025,6
1056,324,1834,11/11/2024,11/19/2024,1129.28,11/10/2024,1
1057,1732,215,12/9/2024,12/10/2024,60.86,,3
1058,1484,1061,3/28/2025,3/30/2025,190.31,3/5/2025,2
1059,337,1743,8/25/2025,9/2/2025,2391.22,8/6/2025,5
1060,1641,1386,5/28/2025,5/29/2025,162.36,5/3/2025,1
1061,252,1125,9/23/2024,9/30/2024,1068.63,9/16/2024,2
1062,1059,86,9/24/2025,10/4/2025,2452.41,9/6/2025,4
1063,1679,1683,1/26/2025,2/7/2025,2661.07,1/25/2025,4
1064,588,185,4/4/2025,4/16/2025,1973.64,3/11/2025,1
1065,1271,772,9/20/2024,9/28/2024,1539.47,9/2/2024,2
1066,240,144,11/22/2024,11/27/2024,,11/13/2024,3
1067,1708,445,12/23/2024,1/6/2025,4418.12,12/15/2024,1
1068,1846,68,8/17/2025,8/24/2025,1575.54,8/12/2025,4
1069,190,255,5/6/2025,5/16/2025,2713.87,4/8/2025,2
1070,1443,197,11/27/2024,11/28/2024,243.37,11/16/2024,4
1071,1312,792,8/11/2025,8/25/2025,1643.92,8/2/2025,6
1072,810,1731,4/10/2025,4/14/2025,211.11,3/24/2025,1
1073,1874,1584,7/8/2025,7/18/2025,756.49,6/23/2025,1
1074,1826,172,7/26/2025,8/8/2025,1995.52,7/21/2025,4
1075,1259,248,7/27/2025,8/1/2025,1972.96,7/20/2025,2
1076,1956,495,9/25/2024,9/28/2024,1125.63,9/10/2024,5
1077,1643,1031,2/13/2025,2/22/2025,2198.06,1/22/2025,4
1078,351,1136,6/9/2025,6/13/2025,501.23,6/3/2025,1
1079,252,1694,2/11/2025,2/25/2025,,1/24/2025,5
1080,65,1334,7/2/2025,7/6/2025,277.43,6/21/2025,6
1081,741,1780,5/12/2025,5/24/2025,2649.7,5/7/2025,3
1082,955,1387,8/21/2025,9/2/2025,3904.2,7/24/2025,2
1083,1311,529,1/1/2025,1/13/2025,4183.61,12/10/2024,2
1084,1204,256,11/4/2024,11/8/2024,,10/24/2024,4
1085,590,444,9/20/2025,9/23/2025,972.48,9/12/2025,2
1086,223,1141,8/19/2025,8/22/2025,859.07,7/23/2025,2
1087,1596,1140,5/11/2025,5/23/2025,3346.37,4/18/2025,1
1088,483,524,6/9/2025,6/14/2025,669.02,5/24/2025,2
1089,1570,1994,2/18/2025,3/1/2025,2861.82,1/31/2025,1
1090,26,933,9/7/2024,9/19/2024,3718.37,8/13/2024,4
1091,603,1138,1/12/2025,1/13/2025,426.79,12/31/2024,2
1092,366,1134,12/24/2024,1/6/2025,1553.31,12/6/2024,1
1093,876,417,9/28/2025,10/4/2025,,9/5/2025,4
1094,180,1023,5/6/2025,5/14/2025,2647.54,4/17/2025,2
1095,1365,979,7/2/2025,7/3/2025,33.67,6/12/2025,4
1096,1387,398,1/10/2025,1/21/2025,888.86,12/30/2024,2
1097,734,1236,12/7/2024,12/12/2024,788.84,12/2/2024,6
1098,344,700,3/30/2025,4/12/2025,3513.49,2/28/2025,1
1099,1557,544,2/7/2025,2/20/2025,4547.65,1/15/2025,1
1100,1549,1352,9/26/2024,10/1/2024,1866.82,9/12/2024,3
1101,1581,1617,9/11/2024,9/25/2024,5686.77,8/24/2024,5
1102,1430,932,2/19/2025,2/28/2025,780.64,1/27/2025,2
1103,1479,825,5/6/2025,5/12/2025,573.17,4/26/2025,2
1104,1345,282,5/8/2025,5/9/2025,,4/16/2025,6
1105,169,608,1/19/2025,1/29/2025,3178.19,1/18/2025,1
1106,660,969,2/24/2025,3/9/2025,2311.74,1/29/2025,4
1107,89,1221,11/17/2024,11/18/2024,338.15,11/1/2024,4
1108,1899,566,10/13/2024,10/21/2024,1424.33,9/27/2024,4
1109,698,1179,3/20/2025,3/31/2025,2440.05,3/20/2025,1
1110,71,736,1/11/2025,1/18/2025,2510.31,12/22/2024,6
1111,1463,869,4/29/2025,4/30/2025,101.01,,1
1112,731,1095,12/11/2024,12/21/2024,856.69,11/26/2024,2
1113,1658,1442,7/16/2025,7/23/2025,1270.91,6/16/2025,6
1114,1433,1252,6/15/2025,6/25/2025,3633.16,6/8/2025,2
1115,1770,381,3/5/2025,3/9/2025,392.91,2/23/2025,6
1116,838,161,3/14/2025,3/20/2025,2123.05,3/9/2025,1
1117,136,1302,4/26/2025,5/9/2025,633.93,4/13/2025,3
1118,728,256,2/13/2025,2/21/2025,373.58,2/9/2025,4
1119,290,184,6/8/2025,6/12/2025,698.38,5/24/2025,6
1120,439,1110,9/13/2025,9/17/2025,235.9,8/16/2025,4
1121,1133,536,2/15/2025,2/26/2025,2047.03,2/12/2025,4
1122,128,27,3/11/2025,3/22/2025,3803.78,2/12/2025,5
1123,322,1446,9/4/2025,9/12/2025,2561.97,8/13/2025,2
1124,1968,167,9/24/2024,10/6/2024,4057.82,9/8/2024,3
1125,354,1262,9/4/2025,9/6/2025,,8/18/2025,1
1126,863,261,5/29/2025,6/6/2025,435.67,5/7/2025,3
1127,1517,1694,1/21/2025,2/3/2025,4020,1/18/2025,5
1128,1787,6,1/4/2025,1/8/2025,406.42,12/9/2024,4
1129,839,641,4/20/2025,5/2/2025,591.24,4/3/2025,3
1130,1336,369,1/3/2025,1/4/2025,127.45,1/3/2025,2
1131,522,1803,10/4/2025,10/16/2025,2693.66,10/1/2025,1
1132,1267,1910,2/1/2025,2/15/2025,1509.99,1/24/2025,5
1133,963,1228,4/24/2025,5/2/2025,1151.26,3/31/2025,5
1134,627,333,5/11/2025,5/21/2025,2532.83,4/30/2025,5
1135,1930,864,7/5/2025,7/14/2025,2925.31,6/11/2025,2
1136,454,208,3/23/2025,4/4/2025,690.58,3/13/2025,5
1137,475,1552,11/26/2024,12/3/2024,2126.07,11/23/2024,5
1138,1613,1997,1/23/2025,2/4/2025,,12/25/2024,3
1139,277,649,9/18/2025,9/21/2025,111.66,8/20/2025,4
1140,1783,976,2/2/2025,2/7/2025,1608.63,1/4/2025,6
1141,1036,29,5/31/2025,6/10/2025,2696.12,5/1/2025,4
1142,241,585,5/28/2025,6/9/2025,1339.22,5/17/2025,2
1143,1256,306,11/27/2024,12/4/2024,1493.98,11/2/2024,6
1144,121,636,8/14/2025,8/22/2025,2451.75,7/30/2025,5
1145,631,1984,8/27/2025,9/4/2025,1951.39,8/21/2025,6
1146,1246,83,5/28/2025,6/3/2025,1920.67,5/19/2025,1
1147,1182,242,6/24/2025,7/5/2025,2987.47,5/28/2025,2
1148,1735,1476,6/28/2025,7/7/2025,3520.88,6/10/2025,6
1149,1566,655,1/14/2025,1/23/2025,2826.3,1/4/2025,4
1150,767,242,8/4/2025,8/7/2025,1011.43,7/9/2025,2
1151,956,649,7/16/2025,7/21/2025,172.06,6/22/2025,4
1152,279,290,9/15/2025,9/19/2025,1196.8,9/1/2025,6
1153,1475,1722,9/9/2024,9/15/2024,2566.9,8/28/2024,2
1154,612,1571,9/12/2025,9/18/2025,1934.85,9/1/2025,6
1155,1662,761,10/8/2024,10/20/2024,436.26,10/5/2024,6
1156,748,552,10/24/2024,10/27/2024,588.16,10/21/2024,5
1157,1930,467,12/21/2024,12/27/2024,1045.96,12/12/2024,1
1158,114,697,8/15/2025,8/29/2025,5272.37,7/21/2025,3
1159,1867,1999,6/7/2025,6/12/2025,1229.31,5/13/2025,3
1160,768,1187,12/5/2024,12/8/2024,103.25,11/28/2024,2
1161,1567,559,10/24/2024,10/30/2024,1728.48,10/11/2024,3
1162,1050,789,1/25/2025,2/5/2025,1985.85,1/25/2025,1
1163,594,1724,9/1/2024,9/15/2024,632.9,8/2/2024,4
1164,1458,1531,9/21/2025,9/24/2025,127.09,9/1/2025,2
1165,929,747,12/12/2024,12/23/2024,4880.27,11/30/2024,2
1166,293,424,2/16/2025,2/27/2025,1424.75,1/22/2025,6
1167,1528,1865,3/10/2025,3/16/2025,785.28,2/13/2025,2
1168,1757,816,8/18/2025,9/1/2025,1708.56,8/9/2025,3
1169,1096,1417,11/20/2024,11/24/2024,1310.05,10/21/2024,1
1170,1668,589,1/24/2025,2/1/2025,2768.07,1/14/2025,2
1171,41,903,9/1/2025,9/9/2025,2363.67,8/29/2025,3
1172,1654,742,4/27/2025,5/11/2025,3540.57,4/7/2025,4
1173,49,794,4/5/2025,4/15/2025,3271.17,4/3/2025,5
1174,483,645,11/30/2024,12/9/2024,2260.56,11/6/2024,6
1175,1084,1143,9/8/2025,9/14/2025,1257.67,8/10/2025,5
1176,612,1326,4/20/2025,4/30/2025,1389.95,4/8/2025,5
1177,1764,1008,7/7/2025,7/19/2025,944.69,6/14/2025,3
1178,664,1842,5/11/2025,5/19/2025,3228.87,4/19/2025,4
1179,701,1274,9/2/2025,9/4/2025,196.01,8/3/2025,1
1180,1582,631,11/1/2024,11/13/2024,4614.06,10/29/2024,2
1181,1634,1035,9/17/2025,9/27/2025,2486.09,8/30/2025,5
1182,1284,281,7/6/2025,7/7/2025,298.37,6/10/2025,4
1183,1444,709,5/29/2025,6/8/2025,,5/13/2025,1
1184,656,1651,9/17/2024,9/26/2024,,8/20/2024,2
1185,813,1140,8/2/2025,8/8/2025,1720.58,7/6/2025,1
1186,262,1245,12/10/2024,12/22/2024,1719.87,11/22/2024,6
1187,228,786,12/14/2024,12/19/2024,1238.43,12/8/2024,1
1188,1500,688,5/21/2025,6/2/2025,1113.04,5/20/2025,4
1189,1361,542,3/11/2025,3/25/2025,5089.5,3/5/2025,3
1190,1345,1728,11/2/2024,11/14/2024,4992.63,10/17/2024,2
1191,886,763,2/19/2025,3/1/2025,374.48,,3
1192,1681,1541,11/3/2024,11/8/2024,279.16,10/19/2024,3
1193,434,1021,1/15/2025,1/25/2025,3389.9,1/5/2025,1
1194,1753,261,2/20/2025,3/5/2025,775.91,1/25/2025,3
1195,840,641,7/22/2025,7/28/2025,,7/19/2025,3
1196,314,305,3/20/2025,3/24/2025,1442,2/25/2025,3
1197,898,330,8/21/2025,8/24/2025,1090.44,8/17/2025,3
1198,97,16,10/15/2024,10/19/2024,197.32,9/18/2024,6
1199,294,1714,7/27/2025,8/3/2025,2241.66,7/12/2025,4
1200,225,810,4/11/2025,4/16/2025,267.77,4/10/2025,5
1201,1839,1688,2/18/2025,2/24/2025,1596.25,1/26/2025,5
1202,636,90,10/1/2024,10/5/2024,1129.53,10/1/2024,5
1203,719,413,10/24/2024,10/30/2024,735.73,10/8/2024,1
1204,716,1090,11/13/2024,11/17/2024,1104.13,11/11/2024,4
1205,1268,816,4/18/2025,4/21/2025,391.53,4/4/2025,3
1206,790,695,4/30/2025,5/1/2025,242.85,4/6/2025,4
1207,50,1593,9/15/2024,9/22/2024,1025.4,8/16/2024,1
1208,113,998,11/29/2024,12/1/2024,104.21,11/10/2024,5
1209,751,827,12/30/2024,1/1/2025,682.97,12/16/2024,4
1210,1203,1812,9/8/2024,9/13/2024,256.91,9/4/2024,1
1211,964,679,9/10/2025,9/18/2025,1669.48,8/19/2025,4
1212,1103,633,10/12/2024,10/26/2024,3736.01,9/15/2024,5
1213,59,900,12/27/2024,1/10/2025,2136.17,12/15/2024,1
1214,1258,452,5/3/2025,5/9/2025,2148.55,4/27/2025,1
1215,1290,1118,9/22/2025,9/26/2025,151.55,9/5/2025,3
1216,412,350,4/20/2025,4/29/2025,,4/13/2025,5
1217,533,1983,9/15/2024,9/29/2024,1444.55,9/5/2024,2
